Data/Witness Statement Txt/Elizabeth Edwards America_s Need for Health Reform 9-18-08.txt.txt,healthcare debate,bipartisan strange,reform especially,wellness continue,mandate benefits,fund subcommittee,comparative effectiveness,energy commerce,costs drive,di ngell
Data/Witness Statement Txt/Elizabeth McGlynn Rising Costs Low Quality in Health Care The Necessity for Reform 6-3-08.txt.txt,rand org,corporation testimony,debate healthcare,private review,results clinical,insurance number,adopted information,mcglynn ct,increased risk,disability make
Data/Witness Statement Txt/Elizabeth Olmsted Teisberg Crossing the Quality Chasm in Health Reform 1-29-09.txt.txt,improve healthcare,teisberg tenured,competitiveness harvard,term economic,value senate,employers government,outcomes measurements,current reimbursement,american elizabeth,access essential
Data/Witness Statement Txt/Elizabeth P. Papez Hearing on the Use of Administrative Actions in ACA Implementation 5-20-15.txt.txt,administration act,issues aca,agencies implement,legislative oversight,affordable care,implementing efforts,unworkable constitutional,scrutinize implementation,increase federal,debate overparticular
Data/Witness Statement Txt/Eric Rodriguez Hearing on How Tax Reform Will Simplify Our Broken Tax Code and Help Individuals and Families 7-19-17.txt.txt,latinos tax,tax proposals,immigration reform,code congress,equitable federal,income poverty,rely medicaid,future unidosus,individuals ultimately,average house
Data/Witness Statement Txt/Felicia J. Fields Rising Costs Low Quality in Health Care The Necessity for Reform 6-3-08.txt.txt,ford health,offering healthcare,cost coverage,employee benefits,hras 800,president human,congress understood,responsibility providing,felicia fields,improving performance
Data/Witness Statement Txt/Fitzhugh Mullan Making Health Care Work for American Families Improving Access to Care 3-24-09.txt.txt,physician workforce,residents selection,universal care,utilization increasingly,increase coverage,access americans,concern primary,federal research,density canada,1141 5133
Data/Witness Statement Txt/Fitzhugh Mullan Primary Health Care Access Reform Community Health Centers and the National Health Service Corps 4-30-09.txt.txt,physician workforce,residents selection,practice pediatric,increase coverage,care declining,866 health,american population,alignment federal,entering primary,availability efficiency
Data/Witness Statement Txt/Fitzhugh Mullan Workforce Issues in Health Care Reform Assessing the Present and Preparing for the Future 3-12-09.txt.txt,physician density,xhealth care,workforce reform,increase coverage,help committees,american population,economically disadvantaged,billions federal,visas overwhelming,base xthere
Data/Witness Statement Txt/Fran Visco The Tri-Committee Draft Proposal for Health Care Reform 6-23-09.txt.txt,cancer coalition,nbcc advocates,patients policymakers,prevent breast,committees comprised,healthcare aff,testimony fran,ensure access,fund cert,goal transparency
Data/Witness Statement Txt/Frank G. Opelka Roundtable to Discuss Reforming America’s Health Care Delivery System 4-21-09.txt.txt,surgeon acs,surgical quality,lsu healthcare,opelka colorectal,practices committee,medicare promote,providers review,chairman baucus,reform discussion,delivery frank
Data/Witness Statement Txt/Gail R. Wilensky Roundtable Discussion on Financing Comprehensive Health Care Reform 5-12-09.txt.txt,financing healthcare,finance committee,medicare physician,congress prepared,care america,military veterans,provided stimulus,policy researcher,hope organizations,access improve
Data/Witness Statement Txt/Gail Shearer Addressing Underinsurance in National Health Reform 2-24-09.txt.txt,underinsured trends,healthcare expenses,individual insurance,cobra coverage,medicare beneficiaries,pregnancy eligible,census bureau,percent income,independence impartiality,families commonwealth
Data/Witness Statement Txt/Gary Claxton Roundtable Discussion on Expanding Health Care Coverage 5-5-09.txt.txt,insurance kaiser,healthcare reform,health spending,coverage families,benefits policy,foundation interviewed,federal poverty,expanding public,access basic,gary claxton
Data/Witness Statement Txt/Gary Raskob Healthcare Reform 6-11-09.txt.txt,prevention healthcare,insurers wellness,culture wellness,health primary,businessgrouphealth org,american asph,strengthening public,employers adopt,executive summary,state children
Data/Witness Statement Txt/Gene Sperling Initiatives to Promote Small Business Lending Jobs and Economic Growth 5-18-10.txt.txt,businesses crisis,creditworthy borrowers,financial efforts,senate small,secretary treasury,responsible fundamentally,recovery act,decline sba,geithner wrote,embargoed
Data/Witness Statement Txt/Gerald Shea Healthcare Reform 6-11-09.txt.txt,coverage healthcare,afl cio,labor congress,benefits members,policymakers prescribe,employers opting,retirees age,systemic change,standards plans,erica new
Data/Witness Statement Txt/Gerald Shea Roundtable Discussion on Financing Comprehensive Health Care Reform 5-12-09.txt.txt,uninsured americans,financing healthcare,coverage bargaining,reform afl,employer health,medicare retirees,staggering congressional,680 workers,cio represents,average cost
Data/Witness Statement Txt/Gerard M. Shea The Tri-Committee Draft Proposal for Health Care Reform 6-23-09.txt.txt,america unions,healthcare employees,legislation reinsurance,cio supports,medicaid coverage,benefits longer,elderly afl,simplifying enrollment,committee considering,federal costs
Data/Witness Statement Txt/Geri Jenkins Examining the Single Payer Health Care Option 6-10-09.txt.txt,california nurses,committee health,cna nnoc,miller chairman,care registered,reform rns,asa critical,calla patient,representatives education,organizing commi
Data/Witness Statement Txt/Glenn D. Steele Reforming the Health Care Delivery System 4-1-09.txt.txt,improve healthcare,delivery geisinger,patient approved,ehr implemented,outcomes serving,care electronic,presented committee,failures redesigning,number elderly,glenn steele
Data/Witness Statement Txt/Glenn D. Steele Roundtable to Discuss Reforming America’s Health Care Delivery System 4-21-09.txt.txt,improve healthcare,delivery geisinger,patient approved,ehr implemented,outcomes serving,care electronic,presented committee,failures redesigning,number elderly,glenn steele
Data/Witness Statement Txt/Glenn M. Hackbarth Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,medicare conducted,determinants health,glenn hackbarth,benefitspr emiumsgeneral,chairman francis,testimony statement,crossing quality,provides numerous,efficiency risk,avoid readmi
Data/Witness Statement Txt/Glenn M. Hackbarth Making Health Care Work for American Families Designing a High Performing Healthcare System 3-10-09.txt.txt,chairman medicare,statement glenn,congress recommended,bna health,information discussed,spending readmissions,juncture hospitalization,effectiveness standards,signal beneficiaries,delivery current
Data/Witness Statement Txt/Glenn M. Hackbarth Reforming the Health Care Delivery System 4-1-09.txt.txt,chairman medicare,congress recommended,statement glenn,reform previously,bna health,spending readmissions,juncture hospitalization,effectiveness standards,ca regard,providers interact
Data/Witness Statement Txt/Glenn M. Hackbarth Roundtable to Discuss Reforming America’s Health Care Delivery System 4-21-09.txt.txt,medpac medicare,commission medicare,advise congress,finance committee,care coordination,commission considers,members glenn,readmissions bundled,balance delivery,measures calculated
Data/Witness Statement Txt/Grace-Marie Turner Addressing Underinsurance in National Health Reform 2-24-09.txt.txt,addressing underinsurance,healthcare coverage,costs medicaid,committee health,benefits public,policymakers today,increasing burden,president galen,income deductibles,limitations complexities
Data/Witness Statement Txt/Grace-Marie Turner Hearing on the Challenges of the Affordable Care Act 12-4-13.txt.txt,health coverage,aca mandates,2018 congressional,plan taxed,org issues,law redefines,deductibles soaring,costs distract,galen,informing availability
Data/Witness Statement Txt/Grace-Marie Turner Hearing on the Use of Administrative Actions in ACA Implementation 5-20-15.txt.txt,medicaid commission,implementing aca,president galen,administration health,congressional research,oversight,org testimony,actions implementation,repeal defund,turner changes
Data/Witness Statement Txt/Greg Long Hearing on Exploring the Use of Technology and Innovation to Create Efficiencies and Higher Quality in Health Care 9-14-16.txt.txt,wisconsin thedacare,healthcare organizations,care models,improving patient,clinic electronically,provide service,doing redesign,access shortage,subcommittee greg,discuss technology
Data/Witness Statement Txt/Gregory J. Hayes Hearing on the Need for Comprehensive Tax Reform to Help American Companies Compete in the Global Market and Create Jobs for American Workers 5-12-11.txt.txt,utc companies,united technologies,federal corporate,headquarters succeed,make american,units named,hartford connecticut,member levin,fuel cells,complying tax
Data/Witness Statement Txt/Gregory Schoen Improving Health Care Quality  An Integral Step Toward Health Reform 9-9-08.txt.txt,hospitals fairview,northland medical,greater minnesota,centers medicare,additional clinics,center princeton,participate hqid,senate committee,administrating aspirin,charting billing
Data/Witness Statement Txt/Gwen Moore Hearing on How Welfare and Tax Benefits Can Discourage Work 6-27-12.txt.txt,believe welfare,tax cuts,moore testimony,income women,effect citizens,panelists today,congresswoman gwen,reforming safety,families running,tanf recipients
Data/Witness Statement Txt/Harry Chen Learning from the States Individual State Experiences with Health Care Reform Coverage Initiatives in the Context of National Reform 4-28-09.txt.txt,vermont healthcare,senate health,physician behalf,medicaid harry,federal policymakers,coverage employees,testimony susan,reform come,enzi senator,besio ph
Data/Witness Statement Txt/Heather Howard Hearing on Implementation of Health Insurance Exchanges and Related Provisions 9-12-12.txt.txt,states exchange,implementing insurance,federal requirements,ffe decision,option political,afforded aca,sustainability models,market factors,flexibility collaboration,selecting ehb
Data/Witness Statement Txt/Heather Howard Making Health Care Work for American Families The Role of Public Health 3-31-09.txt.txt,state health,jersey public,senior citizens,commissioner heather,reform sustainable,safety declines,obesity rates,promote breastfeeding,pleased president,spinach years
Data/Witness Statement Txt/Helen Levy Hearing on the Impact of the Employer Mandate’s Definition of Full-time Employee on Jobs and Opportunities 1-28-14.txt.txt,worker aca,hours employment,insurance time,coverage employers,affordable care,regulations premium,health benefits,demand reason,definition limited,great majority
Data/Witness Statement Txt/Herbert Benson Principles of Integrative Health A Path to Health Care Reform 2-23-09.txt.txt,stress health,meditation clinical,response inpatients,intervention mind,healthcare reform,body integrative,biofeedback relaxation,benson mind,fight flight,surgical approaches
Data/Witness Statement Txt/Herbert M. Allison Condition of Small Business and Commercial Real Estate Lending in Local Markets 2-26-10.txt.txt,smaller financial,promote liquidity,concerns treasury,program lender,implemented tarp,sba backed,congress institutions,businesses occupy,stability herbert,bac hus
Data/Witness Statement Txt/Howard A. Kahn Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,healthcare california,california plan,plan medicare,draft healthcare,public plans,governance care,option reform,committee energy,consumer voice,testimony howard
Data/Witness Statement Txt/Hugh Joyce Hearing on the Tax-Related Provisions in the President’s Health Care Law 3-5-13.txt.txt,healthcare law,insurance costs,tax increases,joyce operate,provisions hurt,coverage significant,oversight subcommittee,aca date,50 employee,family heating
Data/Witness Statement Txt/Ian Duncan Smith Hearing on How Welfare and Tax Benefits Can Discourage Work 6-27-12.txt.txt,welfare spending,recession uk,governments squeeze,public sector,country debt,exchequer indue,deficit larger,pension creating,gdp expected,reformer appointed
Data/Witness Statement Txt/Ike Brannon Hearing on How Welfare and Tax Benefits Can Discourage Work 6-27-12.txt.txt,welfare tax,income classes,effective marginal,higher economists,earners small,cost employment,discourage work,beneficiaries save,described men,average age
Data/Witness Statement Txt/J. Mark Iwry Hearing on the Delay of the Employer Mandate Penalties and Reporting Requirements 7-17-13.txt.txt,aca provisions,health plan,relief reporting,policy department,guidance notice,2015 employers,coverage time,irs follow,20133 transition,secretary retirement
Data/Witness Statement Txt/J. Mark Iwry Hearing on the Treasury Department’s Final Employer Mandate and Employer Reporting Requirements Regulations 4-8-14.txt.txt,reporting provisions,employee coverage,section 5000a,information months,6056 insurers,exempt entity,form information,provide optional,complete tax,embargoed delivery
Data/Witness Statement Txt/Jack Hoadley Protecting Americans from Illegal Bailouts and Plan Cancellations Under the President’s Health Care Law 7-28-14.txt.txt,congress medicare,aca insurance,risk corridors,policymakers concerned,act affordable,drug plans,expand health,mix enrollment,hoadley research,act created
Data/Witness Statement Txt/Jacob J. Lew earing on the President’s Fiscal Year 2017 Budget Proposal with U.S. Secretary of the Treasury Jacob J. Lew 2-11-16.txt.txt,president plan,nation treasury,obama addressed,growing bipartisan,secretary focus,levin members,restructuring new,unsustainable asa,impacts climate,embargoed
Data/Witness Statement Txt/Jacob J. Lew Hearing on the President’s Fiscal Year 2012 Budget Proposal with Office of Management and Budget Director Lew 2-16-11.txt.txt,president budget,fiscal stewardship,leave deficits,savings 2012,looming debts,proposing reforms,achieving sustainable,levin,omb director,bringing defense
Data/Witness Statement Txt/Jacob J. Lew Hearing on the President’s Fiscal Year 2015 Budget Proposal with U.S. Department of the Treasury Secretary Jacob J. Lew 3-6-14.txt.txt,president fiscal,reducing deficit,economy maintain,budget bolsters,bipartisan progress,2015 decline,recovery invests,secretary jacob,strengthen needs,make embargoed
Data/Witness Statement Txt/Jacob S. Hacker The Tri-Committee Draft Proposal for Health Care Reform 6-23-09.txt.txt,law berkeley,committee promises,health spending,risk enrollees,ensure accountability,plan draft,reform included,411762_public_insurance,vital functions,chefs htm
Data/Witness Statement Txt/James A. Klein Roundtable Discussion on Financing Comprehensive Health Care Reform 5-12-09.txt.txt,benefits council,americans healthcare,financing leadership,reform james,klein president,mandates review,changes congress,committee recalls,information order,coverage multiple
Data/Witness Statement Txt/James C. Capretta Hearing on the Delay of the Employer Mandate 7-10-13.txt.txt,mandate 2014,applicant attestations,enacted patient,affordable care,delay employer,enforced cbo,hearing obama,09health3 pdf,updated estimates,earned income
Data/Witness Statement Txt/James D. MacPhee Initiatives to Promote Small Business Lending Jobs and Economic Growth 5-18-10.txt.txt,community banks,lenders small,businesses thrive,michigan behalf,kalamazoo county,macphee ceo,krueger testified,sblf oversight,definition small,lagging hiring
Data/Witness Statement Txt/James J. Mongan Charting a Course for Health Care Reform Moving Toward Universal Coverage 3-14-07.txt.txt,health financing,commission medicaid,committee dr,men medicare,jim mongan,employer senate,years kaiser,ssues stayed,massachusetts view,analyses issues
Data/Witness Statement Txt/James M. Winkler Strengthening Employer-Based Health Care 3-10-09.txt.txt,employees hewitt,providers employers,health workforce,consulting practice,winkler health,kaiser hret,asa leading,hew provides,benefits states,burden conflicting
Data/Witness Statement Txt/James Q. Swift Addressing Healthcare Workforce Issues for the Future 2-12-08.txt.txt,education dental,minority dentists,healthcare disparities,appointments general,adea encourages,faculty scarcity,treatment funding,populations congress,fissures primary,feingold reauthorization
Data/Witness Statement Txt/James R. Bean Making Health Care Work for American Families Improving Access to Care 3-24-09.txt.txt,neurological surgeons,md behalf,health coalition,treatments new,president announced,percent orthopaedic,phone 877,kentuc ky,research potential,recovery reinvestment
Data/Witness Statement Txt/James R. Hines Hearing on the Need for Comprehensive Tax Reform to Help American Companies Compete in the Global Market and Create Jobs for American Workers 5-12-11.txt.txt,taxation american,professor economics,worldwide income,americans compete,challenges congress,firms improve,deductions discourages,discouraging foreign,committee ways,musgrave collegiate
Data/Witness Statement Txt/James S. Gordon Principles of Integrative Health A Path to Health Care Reform 2-23-09.txt.txt,evans ambassador,treasurer honorable,board directors,national fund,veterans administration,states ordered,sustaining programs,deploying thousand,achterberg ph,agreed bean
Data/Witness Statement Txt/James T Crines Hearing on the Need for Comprehensive Tax Reform to Help American Companies Compete in the Global Market and Create Jobs for American Workers 5-12-11.txt.txt,zimmer medical,products manufactured,tax corporate,implants related,competitiveness coalition,jim crines,reconstructive devices,treatment royalties,operations ohio,100 countries
Data/Witness Statement Txt/Jane G. Gravelle Hearing on the Need for Comprehensive Tax Reform to Help American Companies Compete in the Global Market and Create Jobs for American Workers 5-12-11.txt.txt,international taxation,tax policymakers,import neutrality,economy proposals,cuts repatriation,gravelle american,congressional research,treat firms,moving headquarters,defer taxon
Data/Witness Statement Txt/Janet Stokes Trautwein Addressing Insurance Market Reform in National Health Reform 3-24-09.txt.txt,health insurance,health underwriters,nation coverage,consumers nationwide,policymakers gaps,underwriters nahu,ease enrollment,deductibility subsidies,state cost,federal portability
Data/Witness Statement Txt/Janet Stokes Trautwein Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,health underwriters,coinsurance legislation,wellness initiatives,benefits plans,new regulatory,plans nahu,reform discussion,ndards consumers,tricare va,measure creates
Data/Witness Statement Txt/Janet Stokes Trautwein Healthcare Reform 6-11-09.txt.txt,health underwriters,healthcare reform,rating reforms,reinsurance state,subsidies requirements,crafting bipartisan,11the legislation,plan option,individual consumer,nahu concerns
Data/Witness Statement Txt/Janet Stokes Trautwein Ways to Reduce the Cost of Health Insurance for Employers Employees and their Families 4-23-09.txt.txt,coverage employees,health underwriters,assistance insurer,benefits purchase,specialists nationally,incorporate wellness,partnership federal,trautwein executive,cents healthcare,nahu identified
Data/Witness Statement Txt/Janet Wright Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,cardiology acc,transparency commission,proposal health,clinical guideline,reform discussion,science quality,performance reporting,committee energy,appreciates draft,waxman pallone
Data/Witness Statement Txt/Jania Stout Hearing on How Tax Reform Will Simplify Our Broken Tax Code and Help Individuals and Families 7-19-17.txt.txt,retirement plans,advisors hightower,fidelity employer,maryland advise,agi 3investment,contributions contractor,members tax,jania stout,adding roth,employers small
Data/Witness Statement Txt/Jared Bernstein Hearing on How Welfare and Tax Benefits Can Discourage Work 6-27-12.txt.txt,effect welfare,review poverty,policymakers question,taxes lessons,income eitc,work safety,evaluating programs,examine marginal,testimony subcommittee,disincentives accomplish
Data/Witness Statement Txt/Jared Short Hearing on Exploring the Use of Technology and Innovation to Create Efficiencies and Higher Quality in Health Care 9-14-16.txt.txt,innovations cambia,making healthcare,solutions company,healthsparq reduces,information clinician,protects consumers,new requirements,comparative effectiveness,screenings activity,jared short
Data/Witness Statement Txt/Jay Webber Comprehensive Health Reform Discussion Draft Day 2 6-24-09.txt.txt,jersey healthcare,regulation healthcare,uninsureds improve,minnesota economists,policies little,compared states,energy commerce,testimony committee,tax increase,overregulation
Data/Witness Statement Txt/Jeff Zients The President_s Fiscal Year 2013 Budget 2-15-12.txt.txt,director ido,omb overseeing,president budget,administration commitment,secretary defense,took office,lew serve,provide better,zients acting,starting 2012
Data/Witness Statement Txt/Jeffrey Levi Comprehensive Health Reform Discussion Draft Day 1 6-23-09.txt.txt,health reform,health ensure,coverage access,foundation trust,effective testimony,prevention cost,providing tax,agencies americans,house energy,elements legislation
Data/Witness Statement Txt/Jeffrey Levi Healthcare Reform 6-11-09.txt.txt,prevention programs,promote wellness,health provisions,health title,care reform,provide public,services uninsured,coverage section,approaches community,transformation grants
Data/Witness Statement Txt/Jeffrey Levi Making Health Care Work for American Families The Role of Public Health 3-31-09.txt.txt,inimproving thehealthofamericans,livesbyprotecting thehealthofeverycommunity,healthreformeffoltsoftenfocusonhealthcarecoverage whichisclearlyessential,theyhavesuffereda12percentcutinrealdollarssincefy2005 giventhatpublichealthisasharedresponsibility,morethan200 interventions,thevalueofpublichealthandcommunity diseaseprevention,tfahurgesyoutomandate coverage,obamasaiduponsigning thelaw,beforethehouseenelogyandcommerce committee,preventive
Data/Witness Statement Txt/Jeffrey P. Harris Making Health Care Work for American Families Improving Access to Care 3-24-09.txt.txt,college physicians,healthcare dwindling,appointments increase,residency rate,hearing american,costs congress,national workforce,acp proposes,average primary,supply spectrum
Data/Witness Statement Txt/Jennie Chin Hansen Comprehensive Health Reform Discussion Draft Day 1 6-23-09.txt.txt,aarp health,improving medicare,uninsured age,incomprehensive reform,report coverage,overage 65,assistance percentage,status ensures,members alternative,chin hansen
Data/Witness Statement Txt/Jennie Chin Hansen Roundtable Discussion on Expanding Health Care Coverage 5-5-09.txt.txt,coverage aarp,coverage recession,america uninsured,healthcare reform,reduce insurers,medicaid spending,stakeholders continue,million americans,results poor,paul cotton
Data/Witness Statement Txt/Jennifer Hatcher Hearing on the Impact of Limitations on the Use of Tax-Advantaged Accounts for the Purchase of Over-the-Counter Medication 4-25-12.txt.txt,pharmacy otc,products restrictions,supermarket industry,burden consumers,purchase counter,prescription fmi,oversight jennifer,benefit food,health account,irs regarding
Data/Witness Statement Txt/Jennifer S. Laurent Addressing Healthcare Workforce Issues for the Future 2-12-08.txt.txt,nurse practitioners,differences nps,prescribing practices,ambulatory acute,healthcare cost,vermont family,interpreting diagnostic,outcomes research,access primary,reauthorization increased
Data/Witness Statement Txt/Jennifer Wittney Horton Terminations of Individual Health Policies by Insurance Companies 6-16-09.txt.txt,practice insurance,doctors file,cancelled coverage,underwriting california,post claims,disclose application,law discrepancy,told prescribing,cross decision,rescission meant
Data/Witness Statement Txt/Jerry Avorn Making Health Care Work for American Families Saving Money Saving Lives 4-2-09.txt.txt,medicine harvard,drugs elderly,medicines benefits,costs prescription,clinical experiences,care internal,avorn prescribe,effectiveness simply,testimony jerry,access pennsylvania
Data/Witness Statement Txt/Jim Determan Initiatives to Promote Small Business Lending Jobs and Economic Growth 5-18-10.txt.txt,architects aia,building american,federal aiab081324,chairman frank,congressmen covered,09b_firmsurvey cfm,credit initiative,impact recession,rayburn,improve dearth
Data/Witness Statement Txt/Joan C. Alker Examining Innovative Approaches to Covering the Uninsured Through Employer-Provided Health Benefits 3-15-07.txt.txt,schip medicaid,coverage parents,benefits states,uninsurance low,expedited enrollment,assistance progra,copays deductibles,congress reauthorizing,authored kaiser,center georgetown
Data/Witness Statement Txt/Joel C. White Hearing on Rising Health Insurance Premiums Under the Affordable Care Act 7-12-16.txt.txt,affordable care,aca exchanges,offer coverage,survey kaiser,committee focus,cahc believes,consumers expect,average copays,joel white,rate hike
Data/Witness Statement Txt/Joel M. Feder Hearing on the Impact of Limitations on the Use of Tax-Advantaged Accounts for the Purchase of Over-the-Counter Medication 4-25-12.txt.txt,prescriptions otc,osteopathic association,fsa health,consumers physician,tax advantaged,care restriction,states enrolled,feder retired,savings account,subcommittee oversight
Data/Witness Statement Txt/John A. Koskinen Hearing on Internal Revenue Service Operations and the 2014 Tax Return Filing Season 5-7-14.txt.txt,2014 irs,season fiscal,improving taxpayer,filing obligation,internal revenue,prevent federal,funding constraints,return administration,koskinen commissioner,average fy
Data/Witness Statement Txt/John A. Koskinen Hearing on the Status of the Affordable Care Act Implementation 9-10-14.txt.txt,aca irs,care tax,initiative taxpayer,1095 health,upcoming filing,coverage exemptions,provisions affect,health implementation,2014 income,koskinen commissioner
Data/Witness Statement Txt/John A. Koskinen Hearing with IRS Commissioner John Koskinen 6-20-14.txt.txt,efforts irs,emails irs,lerner emails,congressional inquiries,exempt status,tigta report,writers processing,redacting materials,box limit,average individual
Data/Witness Statement Txt/John Arensmeyer Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,business small,business health,cost health,draft healthcare,majority nonprofit,reform reduce,committees discussion,significant tax,insurers create,john arensmeyer
Data/Witness Statement Txt/John Arensmeyer The Tri-Committee Draft Proposal for Health Care Reform 6-23-09.txt.txt,business small,proposal healthcare,nonpartisan organization,committee draft,idea responsibility,costs employees,majority 4000,foundation research,insurers create,arensmeyer founder
Data/Witness Statement Txt/John Bertko Covering the Uninsured Making Health Insurance Markets Work 9-23-08.txt.txt,rand corporation,coverage hipaa,testimonies record,private review,offered health,deductions premiums,bertko ct,presented senate,approaches rating,access hrp
Data/Witness Statement Txt/John C. Dugan Condition of Small Business and Commercial Real Estate Lending in Local Markets 2-26-10.txt.txt,national banks,comptroller currency,federally insured,percent idi,estimate collateral,committee small,comptrollers expect,2010 occ,assets lower,sheets capacity
Data/Witness Statement Txt/John C. Goodman Comprehensive Health Reform Discussion Draft Day 2 6-24-09.txt.txt,medical economics,uninsured america,costs inadequate,policy research,medicaid rates,systematic review,canada comparison,reform dallas,reduces disability,access problems
Data/Witness Statement Txt/John C. Goodman Making Health Care Work for American Families Saving Money Saving Lives 4-2-09.txt.txt,healthcare costs,care reform,insurance americans,subcommittee health,bureaucratic obstacles,families saving,program federal,debate options,quality improve,dallas headquarters
Data/Witness Statement Txt/John Colmers Health Care Reform Recommendations to Improve Coordination of Federal and State Initiatives 5-22-07.txt.txt,benefits state,exempting health,allowable erisa,employer mandate,responsible maryland,lack federal,insurance 514,mental hygiene,reform recommendations,conclusion states
Data/Witness Statement Txt/John Conyers Examining the Single Payer Health Care Option 6-10-09.txt.txt,patients lawmakers,congress universal,healthcare trillion,representing michigan,john conyers,importantly endorsed,covered program,dical provider,insurance giveaway,materialize argument
Data/Witness Statement Txt/John D. Matthew Primary Health Care Access Reform Community Health Centers and the National Health Service Corps 4-30-09.txt.txt,care primary,access healthcare,nationwide rural,physicians costly,md vermonters,matthew april,lack access,ceasing enrollment,survival improvements,chartered serve
Data/Witness Statement Txt/John E. Bowman Condition of Small Business and Commercial Real Estate Lending in Local Markets 2-26-10.txt.txt,banks thrifts,constriction credit,directors federal,affecting borrower,consumers small,supervision regarding,house representatives,business asa,testify today,velazquez ranking
Data/Witness Statement Txt/John F. Tierney Health Care Reform Recommendations to Improve Coordination of Federal and State Initiatives 5-22-07.txt.txt,healthcare policy,uninsured americans,1996 advocated,creative federalism,legislation create,john tierney,single payer,chairman andrews,quality comprehensive,merging state
Data/Witness Statement Txt/John J. Castellani Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,business roundtable,american healthcare,president business,reform bipartisan,federal budget,863 employee,ceos believe,risk adjustments,income taxes,cover cost
Data/Witness Statement Txt/John J. Castellani Roundtable Discussion on Expanding Health Care Coverage 5-5-09.txt.txt,business roundtable,subsidies healthcare,coverage business,president business,corporate income,spending expected,share committee,senator grassley,risk adjustments,drive costs
Data/Witness Statement Txt/John Morrison Health Care Reform Recommendations to Improve Coordination of Federal and State Initiatives 5-22-07.txt.txt,montana insurance,coverage exchange,existing healthcare,subcommittee health,states assessing,plans mandates,reform erisa,resources congress,reauthorized,john morrison
Data/Witness Statement Txt/John Rother Healthcare Reform 6-11-09.txt.txt,care aarp,younger uninsured,medicare subsidies,senate health,reform options,coverage price,policymakers learned,membership improving,rother executive,204 evidenc
Data/Witness Statement Txt/John Sheils Charting a Course for Health Care Reform Moving Toward Universal Coverage 3-14-07.txt.txt,uninsured economic,healthcare costs,americans health,medicaid participants,coverage rising,employer premiums,policy proposals,slowed wage,medicine increase,president lewin
Data/Witness Statement Txt/John Sheils Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,legislation lewin,health insurance,billon coverage,plan percent,new subsidies,reform options,enrolled public,group ingenix,income house,people number
Data/Witness Statement Txt/John Sheils Roundtable Discussion on Financing Comprehensive Health Care Reform 5-12-09.txt.txt,funding health,analyses policy,group lewin,insurance product,reform vice,plans changes,hrsa 875,ingenix wholly,billionincome tax,congress acts
Data/Witness Statement Txt/John Sheridan Strengthening Employer-Based Health Care 3-10-09.txt.txt,hospitals cooper,jersey healthcare,campus camden,developing clinical,finances course,cost providing,wood johnson,appendix supporting,primary sub,5761 079
Data/Witness Statement Txt/John Stephens Hearing on How Tax Reform Will Grow Our Economy and Create Jobs 5-18-17.txt.txt,growth tax,invest america,private sector,pace economic,technology innovation,ceos significant,john stephens,businesses sizes,increase hiring,reform welcome
Data/Witness Statement Txt/John Tooker Roundtable to Discuss Reforming America’s Health Care Delivery System 4-21-09.txt.txt,physician medicare,clinicians financial,acp recommends,congress mandate,shortage primary,practices nationwide,funding increased,specialty average,study american,delivery cost
Data/Witness Statement Txt/Jon Kingsdale Learning from the States Individual State Experiences with Health Care Reform Coverage Initiatives in the Context of National Reform 4-28-09.txt.txt,massachusetts health,state uninsurance,reform coverage,commonwealth care,healthcare costs,insurance connector,medicaid ex,clinicians fragmented,enrollees make,nation jon
Data/Witness Statement Txt/Jon Kingsdale Making Health Care Work for American Families Ensuring Affordable Coverage 3-17-09.txt.txt,health insurance,massachusetts rates,37 policies,coverage largest,program commonwealth,kingsdale executive,barriers continued,federal poverty,enrollment falling,reform connector
Data/Witness Statement Txt/Jon S. Corzine America_s Need for Health Reform 9-18-08.txt.txt,healthcare reform,subcommittee health,regulations limiting,harmful medicaid,committee energy,remarks governor,chairman pallone,reauthorization crucial,countercyclical reimbursement,jersey taking
Data/Witness Statement Txt/Jonathan E. Fielding Making Health Care Work for American Families The Role of Public Health 3-31-09.txt.txt,disease prevention,healthy workforce,proposed policies,funding cdc,improve nation,evidence enable,specific populations,jonathan fielding,deliberations department,services page
Data/Witness Statement Txt/Jonathan Gruber Roundtable Discussion on Financing Comprehensive Health Care Reform 5-12-09.txt.txt,healthcare spending,subsidies insurance,financing universal,obama proposed,reforming tax,trillion federal,policymakers wary,coverage expansions,artificially cheap,sources testimony
Data/Witness Statement Txt/Jonathan H. Adler Hearing on the Use of Administrative Actions in ACA Implementation 5-20-15.txt.txt,aca implementing,administration responds,authorizes executive,subcommittee oversight,obama lawmakers,professor law,policy arguments,jonathan adler,written federal,president affordable
